76.2521	-1.1466	-1.027 43.8827	1.32424	0.0731579 128.102
240.693	2.43487	-1.69096 31.6923	-2.25813	-1.73269 124.762
78.9946	0.44609	-0.287747 43.5442	-1.91941	-1.27519 124.196
69.9336	2.42391	-0.320026 53.9098	0.519511	-1.43202 123.174
62.9346	-0.0515744	-1.68815 58.4053	-3.00979	-2.1016 123.357
93.7951	-1.25575	-1.11853 80.7658	-0.0654288	-0.165433 130.165
92.1622	2.05417	-2.16228 41.0704	-0.264128	-1.71107 116.191
37.3134	1.44255	0.12122 33.7127	-2.23939	-1.35993 89.3077
49.12	-1.19383	-1.1992 30.2667	1.91377	0.853461 121.416
77.0739	2.41254	1.49854 59.0622	0.282983	0.667854 131.365
39.7798	-0.742939	1.43551 31.5882	1.20162	-0.983359 123.064
63.9117	-0.0862654	0.687238 57.75	3.08121	0.993366 122.922
68.7993	-1.82835	0.692284 52.0914	1.04886	0.126036 123.558
64.4792	1.29431	-0.964379 58.4832	-1.61534	-0.533487 124.871
68.9304	-1.33855	-2.01385 59.1569	1.91543	-1.63788 129.779
257.99	-0.0587218	1.60488 55.4232	0.947348	1.94161 122.185
111.291	1.9877	-1.3686 45.1216	-0.29774	-1.55229 129.596
62.702	-0.806036	-1.31327 40.8951	1.99258	0.0801725 125.685
81.8185	1.29412	0.151361 47.9496	-1.28848	-0.367019 124.805
75.6656	1.94697	2.2147 55.6299	-1.44108	2.45175 129.693
78.5533	2.89333	-2.44479 44.853	0.959416	-1.33203 119.923
111.076	-2.44103	0.716812 95.399	-2.55045	-0.449392 127.466
65.0812	2.07884	-0.715236 49.5608	-0.737182	-1.65845 125.107
67.0145	-1.06196	0.288553 54.7863	2.36309	0.555662 121.064
61.7319	-1.83934	-0.702018 61.544	1.22141	-0.247748 126.371
80.4476	-2.26996	1.47697 21.2145	1.70075	-0.544718 124.173
68.7917	-2.89344	0.0813171 47.8796	0.913874	-0.745148 118.95
65.9363	-2.3341	0.893591 41.617	0.57511	-0.31615 123.931
76.058	-0.198996	1.76922 51.0063	2.79374	1.65324 124.435
69.7591	0.534004	-1.6649 47.296	-3.0337	-0.697437 126.269
84.0826	2.87549	-0.0249397 80.0334	2.34215	-1.32846 122.545
70.4614	-1.62142	-0.426166 21.718	1.99074	0.32082 81.7484
227.424	-0.267095	-1.62581 17.7927	-2.08843	-0.577199 122.359
63.3287	-0.321453	1.52407 52.5272	0.92003	-0.0807002 122.767
56.6409	2.58746	0.927266 45.4092	-0.392712	-0.332349 121.947
51.3967	1.87258	2.27291 47.7577	-0.942754	0.843386 124.459
53.7818	-1.26876	-1.61885 53.5142	1.64219	-2.52021 117.732
68.3323	1.62078	-1.32386 56.4345	-1.26625	-1.8642 127.79
90.8577	-2.43622	-0.815152 54.735	1.66347	-0.990425 125.774
61.7454	-2.13418	-1.96496 28.4693	0.253562	0.0424838 126.036
68.5228	-1.18614	-0.266234 55.7453	1.79211	0.0431528 124.684
79.1338	-1.16935	-2.09258 60.1312	2.65885	-1.43723 137.822
74.1098	0.701051	0.35033 53.7485	-2.77326	0.251199 124.641
110.594	-0.498195	-1.62033 48.6778	-0.0392019	-0.201571 117.876
77.9004	1.12876	-0.172984 53.0187	-2.36704	-0.0958495 126.619
72.618	2.82769	-1.26826 56.7797	-0.241836	-1.10645 128.762
71.7684	-0.972084	-0.341295 40.8467	2.48453	0.898331 128.645
90.2792	-1.61878	0.450794 54.3736	2.76978	0.997536 120.191
78.9023	-3.11752	1.19358 47.6136	-0.411702	1.4606 120.808
61.6197	0.683983	1.8229 44.8437	-1.96825	0.545483 124.743
64.5323	2.89757	1.64711 43.4723	-1.31823	0.149992 125.847
68.4496	1.76311	-0.354455 54.803	-1.46209	-0.394485 122.412
73.9356	2.24753	-1.20354 66.0048	-1.72322	-1.17956 127.891
68.9985	-0.326623	-0.868158 50.4749	-2.88981	-1.76526 125.673
125.189	2.47046	1.09807 34.0654	-2.10845	2.20429 124.247
61.3346	-0.795614	1.24017 60.0522	2.33706	0.797853 124.359
55.2562	0.0472168	-2.09042 49.5961	2.43118	-0.719641 124.382
55.7745	1.77152	1.26679 39.5815	-2.64081	1.33169 75.6944
90.5507	-2.42205	1.14245 42.7463	0.578168	1.09717 124.151
124.8	-1.0674	-0.47174 60.8338	-2.15275	-1.34317 119.327
65.1141	2.43931	-0.538207 48.746	-0.634713	-1.4182 123.703
87.1714	-3.1002	-1.81189 67.4379	-1.1494	-2.05092 128.28
61.7598	1.88703	-2.14542 41.9532	-1.96417	-0.573985 130.159
112.144	2.30986	-0.112272 38.8181	0.327314	0.675983 122.632
76.5296	-1.63753	-1.34241 49.9506	1.46482	-1.23976 123.795
69.5153	1.88085	-0.0144344 36.6486	-2.04414	-1.33427 117.584
75.2938	-2.74254	-1.66826 30.6858	2.10514	0.128049 116.987
113.239	0.416125	-1.54344 40.619	0.558216	0.116557 126.329
68.762	-2.26396	-0.414698 50.1349	0.719158	-0.741879 118.64
87.1818	-1.48875	1.35227 47.7556	2.01968	1.30611 126.919
98.1918	2.47561	-0.258091 40.0783	-1.43169	-0.930248 124.059
63.7839	-1.95512	0.189606 55.2552	1.30012	-0.53079 126.339
103.676	2.2766	0.344152 38.8704	-1.35366	1.12023 133.146
58.8205	-0.655136	1.21118 31.0166	-3.01911	-0.79489 128.095
62.5649	-2.57264	-1.15105 62.3577	0.89597	-0.523404 129.538
88.0618	-2.34274	-1.59865 44.6279	1.53134	-1.1655 120.221
71.9905	-0.307509	0.173301 56.1837	-0.0727699	1.87664 122.815
60.8223	-1.63714	-1.69858 49.3438	2.19808	-0.552212 122.528
75.9622	2.93447	-0.211988 55.1132	-1.08424	0.163956 119.688
98.356	1.38246	-0.479831 34.3879	-1.41733	-0.314738 115.022
48.3407	3.01736	-2.01436 44.2495	-0.226243	-0.35188 126.251
43.5801	-0.313207	1.63791 34.3748	2.52788	-0.441315 122.601
63.3284	0.0626615	0.0794945 55.6576	3.01492	0.665378 123.36
56.1566	0.489482	1.20801 55.4384	-2.69558	2.06049 121.86
43.2736	-3.14032	-1.28466 26.7848	1.10722	1.29073 127.881
63.6413	-2.88137	-0.721653 56.5934	0.258718	-0.235404 123.593
63.8936	-0.0626592	1.34457 61.7615	2.97954	1.53682 126.064
60.891	1.28612	-1.17355 59.4401	-1.9979	-0.860352 121.5
66.5043	2.0702	1.88348 61.1748	-1.03275	1.54579 129.367
60.1018	0.747667	-1.64113 55.1874	-2.43975	-0.861209 124.026
64.7631	2.65283	-0.0190703 53.6431	0.338927	1.09528 128.174
107.598	-1.25416	2.13158 42.8371	0.593183	1.16075 128.186
72.0802	2.78492	1.44083 55.0598	-0.672062	1.38341 124.485
76.1885	-2.39712	-0.17298 36.8096	0.385559	-1.36136 123.732
58.2704	0.0368191	-0.422023 48.586	3.06666	0.753093 125.179
63.8563	3.01735	1.19219 59.7284	0.0141792	0.973201 123.963
55.1868	-0.723744	0.456481 43.5318	2.14058	-0.977855 123.597
72.2182	-0.579451	1.43448 55.5	2.98173	0.958406 127.526
41.3605	1.69024	1.65624 35.9316	-1.88554	-0.526905 126.698
102.434	0.523035	0.744007 35.837	-2.40944	0.622255 120.74
43.4257	-0.0308822	1.25009 20.6385	2.93353	-1.49668 125.683
79.7233	2.54816	-0.41802 48.4293	-0.691407	-0.698409 125.349
63.5446	-2.58442	0.396693 54.0815	0.899611	-0.348777 123.884
66.9713	1.93072	0.460273 58.9479	-1.17966	0.0669824 128.086
49.1463	1.40076	0.148412 45.1761	-1.63659	1.76508 126.645
64.5323	1.13463	0.151544 43.1687	-2.62008	-1.25749 128.984
63.2946	0.0890501	2.08959 58.7605	-3.01277	2.42388 123.655
61.3732	-1.09961	1.98844 50.5434	2.05662	0.931812 127.299
40.0269	0.898528	-1.00269 38.1894	-2.67906	1.10754 124.77
58.8936	2.02294	-0.193021 44.4343	-1.36909	0.308666 104.771
106.423	0.697275	-0.569037 58.7154	0.837887	0.881646 125.49
79.5869	-1.37193	1.81367 41.3061	1.51582	2.51357 120.897
190.308	2.89825	-2.15099 70.806	1.86371	-1.80091 121.856
102.521	-2.95217	1.79487 40.8482	-0.697389	1.01949 127.728
61.7248	-0.77887	1.88886 22.9383	2.20156	-0.353279 127.568
44.9751	0.501944	0.0251998 33.8329	-2.45831	-2.13704 128.033
74.3996	0.00545364	-2.30864 28.5557	2.14118	-0.482328 125.746
59.3487	0.683597	1.68933 41.2061	-2.49385	0.25863 125.296
61.0222	-2.44306	-1.50312 40.6005	0.243822	-0.0271124 125.929
83.5224	1.12469	-0.934227 50.4701	-1.3204	-1.1829 123.126
99.2887	2.23724	-1.36825 40.0283	-1.08636	-1.36075 125.564
60.2967	-3.00576	1.51679 56.6481	0.158706	2.15992 122.976
64.3644	-1.77522	-1.03544 50.7374	1.32274	-0.107834 126.783
68.5741	1.79576	0.280498 37.5641	-2.08492	1.67915 121.965
68.6631	2.64615	0.107271 61.3198	-0.832306	0.372546 129.098
67.1386	-2.95351	0.417695 61.0823	-0.00248005	0.498854 127.603
50.6126	-2.58049	-0.0654983 27.7911	0.496411	-0.340564 75.6805
71.5266	0.921245	1.70447 56.8293	-2.4245	1.98261 128.089
62.8859	-2.5492	0.717927 46.9524	0.81177	1.57825 118.291
72.6541	2.4413	0.79871 47.2443	-1.22754	-0.10388 125.655
61.936	-2.60688	-1.05863 45.4529	0.495278	0.122657 125.153
73.8633	-0.492144	0.243636 50.5189	2.53173	-0.268643 125.997
70.0956	-0.78468	0.393625 47.0369	-0.674673	2.09197 109.851
46.1923	-1.62583	-2.11673 30.8326	0.878416	-1.51543 75.2884
86.4956	-0.506293	-0.15914 50.3812	2.00693	-0.269994 125.777
69.4708	-2.06143	1.5683 44.9591	0.51532	0.410378 127.28
84.4082	-0.847296	1.46007 70.9537	-2.5191	0.798563 126.11
52.6395	-0.426437	-2.08519 31.9656	1.94716	-0.0305024 125.572
72.0863	-0.620298	-0.700736 67.5557	0.356557	-2.0556 121.171
45.3796	-2.02595	0.414725 36.7574	2.56053	-1.77861 124.736
75.0366	-0.948373	0.25874 64.5322	-2.71221	1.0879 122.746
227.574	2.01895	-1.16199 20.4104	-0.0977553	-0.821692 121.062
63.5373	-1.66033	-0.889702 55.9526	1.32027	-1.46534 123.852
106.092	-0.755524	-0.173894 46.1045	-2.49952	-0.676366 112.826
67.0309	2.6891	0.637586 40.0488	-0.453124	1.91291 125.415
55.5541	2.11998	-1.05094 51.9143	-0.860627	-1.42305 108.929
64.9073	2.06973	-0.515896 56.3001	-1.50255	-0.957793 121.14
81.0904	1.79848	-1.34773 49.7486	-1.3561	-1.34414 127.027
60.4645	0.222055	0.526337 59.9586	-2.99879	1.15976 126.422
72.2157	3.06606	-0.586888 54.3887	0.429797	-0.0586355 125.9
65.7711	-2.20816	-1.723 56.8993	0.619909	-1.46918 121.848
70.2348	2.61571	0.658636 49.0223	-0.499862	-0.365125 133.06
63.5868	-1.57076	-1.75795 32.0914	-1.71937	0.503629 125.549
64.7754	-1.36117	0.35747 51.9582	1.8166	-0.412589 124.717
36.9801	2.13582	-1.54711 31.26	-1.34626	0.859104 122.905
79.4597	0.501974	-1.47192 46.5366	-2.98484	-1.24871 120.581
38.6829	0.0452648	1.84724 17.9925	-2.33489	-1.26495 129.143
56.2052	-1.73359	1.22007 42.0135	1.17595	-0.356008 128.468
189.296	-1.39808	0.420544 32.9122	3.07988	0.77019 126.981
55.1174	-2.18633	-0.541682 32.8153	0.581282	-2.34255 120.903
59.7374	-2.76885	1.37652 39.6056	0.181886	-0.161244 127.145
60.5219	-2.47986	0.792482 29.0548	0.948167	-1.09867 123.662
67.4991	-2.35141	1.36545 47.3619	1.17747	2.22174 121.675
67.1297	1.04613	-0.998756 36.3612	-1.54434	0.460036 123.387
39.1361	-0.395606	-2.51166 31.7799	2.8433	-0.166503 124.793
52.9299	-2.11573	-2.23296 45.8496	1.23236	-0.773369 125.538
54.822	-1.42499	-1.18944 49.5283	2.36519	0.23176 127.397
48.7332	-2.61495	2.04382 28.6777	1.24062	-0.213619 124.969
61.0265	-3.07407	-1.20667 45.6669	0.308669	-2.47063 126.743
76.0821	-1.95303	-1.32914 51.1996	1.54716	-1.29597 122.842
64.366	0.342032	-1.33516 15.2136	-2.47302	-1.18104 61.9416
56.6846	-0.37589	-0.542525 54.4258	2.49109	0.291714 119.932
64.6548	2.38019	-2.11776 63.2987	-0.738116	-2.18821 128.017
65.0384	-2.32826	0.424735 62.6075	1.28347	0.523618 124.273
43.8239	1.03859	1.57626 14.451	2.88135	-1.56278 122.414
89.9058	-0.0695745	0.918334 45.1107	2.37297	1.05694 119.993
113.997	-1.78417	-0.532997 31.198	1.68074	-1.11983 122.954
99.4235	1.41114	-0.833172 45.3309	-2.75173	-1.14446 119.004
86.9693	0.387521	2.0707 36.405	-2.61893	1.52277 116.539
106.616	-0.880333	-0.866952 36.6187	2.46872	-1.35922 128.119
62.8149	0.165834	1.07086 62.1388	-2.81304	0.997287 124.623
73.7472	1.35506	0.354542 53.6395	2.8799	-0.988566 125.791
102.582	-0.484367	-0.339961 43.4145	1.43058	-1.24535 125.775
51.2706	0.563465	-2.03441 41.4417	-2.33512	-0.474963 121.149
50.7529	-0.948685	1.93867 40.5493	1.30294	0.464296 109.781
79.6276	2.02864	0.818991 48.3739	-1.80872	0.169765 123.687
58.2617	2.52592	-1.31081 10.3016	2.09309	1.56257 97.8036
68.7004	0.441504	-1.20669 41.6545	-2.05145	-2.03081 111.088
90.0729	0.161504	-1.23599 34.7773	-2.57694	-1.73405 113.23
74.5309	1.59006	0.622376 59.7725	-2.33121	0.217373 126.438
44.2366	2.55321	-0.533652 30.1875	-0.257768	1.74186 125.143
68.3611	-2.46976	2.33365 54.9701	0.876067	2.21027 122.198
65.8434	-0.486363	-0.588877 45.26	2.53607	0.467224 124.589
78.9802	2.70924	-0.249053 60.0008	0.660615	0.173372 121.22
79.4994	1.27377	1.77032 46.7003	-2.24989	2.14842 121.87
48.7098	2.56476	0.318823 29.4629	-0.673066	-1.82403 123.523
46.8848	1.04289	-0.49634 46.5827	-2.06283	-2.08075 124.352
35.8326	0.545929	0.266197 34.5734	-3.00458	2.61524 123.973
39.606	2.60939	-0.849734 37.8384	-0.761707	1.33878 128.286
54.3734	-1.95607	-0.000414534 44.5469	1.3196	1.41307 123.878
50.5543	2.50844	0.806929 48.9633	-0.802732	-0.653421 126.951
196.144	2.98102	1.12092 24.1943	-1.0758	1.05787 123.676
49.6849	-1.7487	2.39631 39.268	1.56037	0.696304 121.999
54.6062	-0.36524	1.23356 7.27249	-2.80938	-2.39687 124.91
50.4905	2.19003	1.41158 24.2252	-1.51285	-0.46842 101.358
55.8554	-0.741627	1.03939 43.5948	2.50062	-0.306547 121.795
51.1798	1.6829	1.73498 33.9487	-1.10277	-0.186936 124.038
61.0416	-1.16548	-1.63075 57.653	1.80145	-2.11425 121.691
48.6169	-3.06	-0.625226 41.9727	-1.62757	1.38781 122.415
123.273	2.49819	-0.65247 29.9064	-1.57166	-0.239152 111.492
71.0189	-0.0921444	0.965172 67.6388	-2.40523	1.11472 127.315
41.106	-2.32121	1.24688 33.7487	-0.387456	-1.06725 123.11
86.6897	1.81281	1.4862 43.0382	-1.27686	1.65989 122.583
58.9168	0.976548	2.03283 43.6368	-2.0878	0.883196 118.564
59.6366	-2.74795	-2.00082 59.0006	0.383791	-1.30396 125.909
79.9913	0.602419	0.618844 67.1655	2.2818	-0.240477 126.993
65.3471	-0.305112	0.212653 61.7129	2.80835	0.257179 127.027
30.7429	-2.3378	-2.03483 22.7317	1.4729	0.953734 122.509
60.6913	1.82985	1.88157 58.8727	-1.05607	1.25418 124.551
49.7526	2.17658	0.314801 39.8818	-0.83289	-1.04176 110.224
266.136	-2.24814	1.26962 22.8826	-0.955851	0.251245 125.348
33.1354	1.57111	-1.85316 16.2053	-0.526501	1.44658 122.942
61.146	-1.33382	-1.52716 11.1164	-2.10571	1.55331 117.702
43.341	-0.988606	-1.62164 29.4652	-2.56359	0.809444 121.015
56.9069	2.79363	1.23369 56.8751	-0.317361	2.17809 126.693
46.971	-1.36867	-1.60701 39.2315	1.758	0.193666 123.065
80.462	-2.16673	-1.42596 51.8711	0.441492	-1.48427 124.697
64.3343	-2.56531	1.33618 55.7294	0.439061	1.0409 120.784
103.836	2.16587	1.02581 43.1247	0.2186	0.738621 112.34
47.4287	-0.5675	-0.115606 42.5402	2.64285	-1.84708 125.62
65.6135	0.884299	1.48663 63.7501	-2.90585	1.65571 123.096
271.296	-0.837301	1.57727 18.2209	1.57125	2.17556 138.045
70.3945	-1.06933	1.79325 58.5155	2.37213	2.08064 128.264
55.1504	-2.56786	-2.01239 52.7398	0.570404	-1.35343 113.771
67.6843	1.73696	0.508128 62.0269	-1.961	0.647765 124.934
63.1184	-2.63805	1.48863 58.9837	0.45602	0.961703 126.259
63.9394	-2.70843	-0.760534 56.3845	0.560054	-1.33761 124.888
86.2618	2.37016	-0.213643 45.6784	-1.05127	0.197643 127.006
61.7621	0.563277	0.918082 53.7354	-2.78769	0.0895062 124.668
64.7855	-1.03139	1.40919 47.8838	1.37849	0.204774 126.062
89.2216	-0.886346	2.10378 63.5805	0.939177	1.75565 122.061
67.6038	0.680931	-1.12295 44.3806	-2.37947	-0.966541 109.795
46.7217	-0.404946	-0.0704038 46.2415	1.45977	-1.89602 122.512
69.3715	1.31572	0.641986 47.1196	-3.11994	-0.708022 123.461
60.0547	2.74562	-1.60292 57.1377	-0.788184	-0.876134 122.875
118.27	1.4945	-1.09498 37.3396	-0.198937	-2.28634 130.223
69.3958	0.0501754	-0.801963 69.2686	2.23886	-0.520224 124.77
82.9249	1.77999	1.32373 48.2807	-1.8454	0.675164 129.768
81.2469	0.978685	-1.82784 46.1791	-2.15125	-1.16069 129.383
110.051	-1.1298	1.36579 34.8949	-1.19173	-0.426107 126.565
96.1243	1.02735	-0.385249 35.1353	-1.70093	0.407337 123.19
33.3068	1.95291	-1.41399 12.1369	-0.637658	2.18379 124.344
70.6539	-2.87883	-0.0396671 17.9299	-0.126619	0.844342 77.0309
86.0865	-0.680351	-0.322762 28.405	0.0860081	1.69347 123.151
66.5561	-1.36924	1.94041 61.6512	2.41917	2.42949 125.525
70.5245	2.50867	-0.691643 57.2599	-0.169851	-1.1216 126.73
52.2148	0.0655933	0.274901 40.4753	2.97519	1.93687 125.107
132.347	-1.62571	-0.0765781 31.4157	0.612454	-0.799371 125.421
91.502	0.942221	-1.17606 42.3623	-1.43677	-1.94244 125.491
61.5594	-1.09481	2.47427 56.935	1.99018	1.74844 126.243
69.3459	2.35952	0.222287 37.1252	-1.90148	-1.39328 125.337
50.053	-2.80638	-0.980543 38.1344	0.89446	-1.10593 84.1632
111.428	2.66094	0.343653 49.5926	-2.0506	-0.572332 126.615
50.3648	1.26568	-0.979892 49.6851	-1.93694	0.451451 126.745
77.9519	-2.52093	1.67593 45.495	1.41683	0.508032 132.161
61.5163	1.31175	-0.938352 47.3957	-2.00217	-2.03576 124.315
63.8916	-0.495417	-1.73418 62.805	2.6505	-1.32411 129.364
69.58	-0.222556	0.958419 53.8945	-3.00907	0.484523 124.057
55.8203	-0.919316	-1.50527 53.2296	2.05764	-2.59676 125.341
93.6049	0.0148621	-0.755377 32.9242	-2.18266	-1.99582 123.13
64.0126	-0.89038	0.673893 52.3206	1.82459	1.49461 123.214
71.2481	-0.108716	2.19315 41.6299	-2.83101	0.963642 128.173
64.598	0.963555	-2.53984 63.4218	-2.15485	-2.23491 129.497
216.432	1.57203	-1.05878 28.642	-0.0119979	-1.85336 129.175
128.075	0.27809	1.35566 38.3028	2.31956	1.26045 119.604
65.5814	1.90266	2.05378 50.1746	-2.36773	0.76239 125.26
74.6652	-2.35361	0.918447 31.8953	1.16811	2.53759 130.07
48.6669	-0.734355	-2.17419 29.5713	0.901939	0.196786 125.431
67.7321	-0.0281284	-2.05501 23.9538	-1.91916	0.179319 127.864
57.0023	1.04501	-1.24879 55.7511	-1.95591	-1.88779 118.285
59.6867	-1.38785	-2.31839 39.171	2.7398	-0.574706 127.904
52.4927	-2.73321	1.18187 46.9691	0.328336	-0.2149 124.464
82.423	-2.19866	-0.156635 48.0007	1.5538	0.383873 124.815
78.8259	1.06674	-0.803874 48.6498	-1.28276	-1.43184 120.91
46.9951	2.97859	-0.32185 39.5281	0.417076	-2.16582 123.063
75.2995	-0.734598	1.58647 46.1745	2.57789	1.04333 121.892
65.4787	-1.08861	-1.13775 65.2121	1.33183	-0.810413 124.159
53.6209	0.696295	0.0632239 33.4167	2.11691	-2.00394 117.687
72.4032	2.5539	2.31698 35.6891	-0.609396	1.07284 121.974
59.1169	1.20944	1.85659 54.2652	-1.96043	1.17944 119.823
68.0081	-0.514522	-0.34155 46.4587	2.36478	-1.31127 125.034
47.2114	2.12717	0.904015 29.1794	-0.941251	-1.27142 122.619
91.6725	2.74979	0.139658 43.7949	-0.801573	-0.383948 128.532
60.1452	-0.533567	2.1511 58.4176	2.74878	1.19122 132.205
64.595	-2.31415	-0.670453 54.5797	1.05808	-0.0809941 123.193
81.7951	2.3022	-1.30519 46.339	-0.525779	-0.989245 123.179
73.8876	-2.95441	-0.636353 59.5481	-0.599014	-0.908764 123.878
65.4328	-2.07378	1.91612 60.5666	0.868393	1.91149 125.28
92.365	2.25964	0.289081 45.0755	-0.935854	0.299704 129.004
99.4358	0.212238	-0.440317 32.5211	2.11701	-1.79632 124.509
71.3661	3.10751	0.183214 20.1569	-0.431465	0.782305 77.8577
60.5863	-2.17022	0.222024 59.7664	1.11635	0.822043 125.505
69.111	-0.205949	-1.59926 56.4742	2.76083	-1.52053 124.568
52.466	1.57508	-0.873563 34.4938	-1.05602	0.999148 123.33
77.7904	2.42407	1.619 46.2217	-0.606486	1.02988 124.99
99.1782	-2.61628	0.520875 42.2397	-0.030295	1.0331 128.919
85.7167	0.290792	2.26003 46.7043	2.52802	1.5887 121.776
109.43	-2.35272	-1.18012 36.8173	1.04698	-0.938889 126.824
95.9127	-0.16038	0.960761 40.1489	2.56839	0.403179 126.431
62.648	-1.63957	0.465678 60.3205	1.77487	0.577541 121.998
100.891	3.00305	-0.322329 46.4643	-1.11757	-0.227822 121.027
66.3615	0.0276196	1.23268 52.9158	2.78897	1.9262 123.703
46.6245	-2.44906	0.311593 40.9889	0.628847	2.09457 124.507
65.9947	0.0526123	-1.95706 56.2632	2.78546	-2.06999 119.532
79.9445	1.31948	0.521623 46.0348	-1.96283	0.928101 123.55
47.9518	0.660535	-0.661382 42.0975	-2.80494	1.08049 125.314
58.4287	-3.12225	0.644865 33.5388	0.439301	2.39523 123.289
53.5415	-1.15932	0.790558 38.5979	1.44858	1.09512 88.7961
80.2628	-2.92214	0.289656 44.1013	-0.293781	-0.301268 120.495
38.1769	-0.840098	1.56106 35.9634	2.73886	-0.604572 120.902
38.3325	-0.239545	1.11444 19.9323	3.01292	-1.75915 122.825
66.9462	1.38331	-0.778508 57.8955	-2.05677	-0.940178 123.541
65.7793	-1.90224	0.524277 49.9914	-1.08592	-1.26158 125.144
59.3419	-1.49351	-2.35464 52.998	2.31774	-1.2227 125.3
48.8504	-2.36093	-1.75838 42.2988	1.65244	-1.59696 82.7392
56.6425	0.45375	-1.09505 42.0961	-2.32127	0.398246 124.91
78.4727	-1.37942	1.00462 45.0527	1.42291	1.55682 121.837
41.0765	-2.06565	0.262465 35.7139	0.681624	1.75881 97.9186
57.9135	-2.26924	-0.209602 52.8243	0.906467	-1.18507 124.027
55.2208	-1.25761	-0.0229351 51.318	1.80515	-1.16489 124.228
65.3759	-2.31345	-0.892891 59.6007	0.653147	-1.40624 128.516
83.2055	1.74921	-1.51481 47.221	-0.723798	-1.12119 121
42.8624	-2.54417	-1.95708 42.5458	0.681944	-0.0987952 124.952
63.7586	2.70199	2.12503 59.7414	-0.503189	2.05537 123.447
